nom_pmu,pere,mere,bms
CRACKOVIA,JAIN DE BEVAL,THE QUEEN STAR,MILORD DRILL
LIKE DE TILLARD,VERY NICE MARCEAUX,EMOTION DE TILLARD,RIEUSSEC
BYKRA,KARIM,PLUBELLE DU GUIDAL,GOSSE FAYEN
KENMADA,VILLAGE MYSTIC,QUEEN ANGELICA,HERMES DU BUISSON
IZA JOSSELYN,COKTAIL JET,KATE,CEZIO JOSSELYN
ALNKHAIB,KOREAN,KISMIE SUN,VIKING'S WAY
MISSION GAMMA,GOTLAND,VISION GEDE,INSERT GEDE
GAMAY DES CROUAS,RICIMER,OSAKARIE,BIESOLO
LUCKY STAR,ESOTICO STAR,AURORE DE KERLOAN,LACEDEMON
JAVELOT DE POULINE,COKTAIL JET,THAIS DE NEULLIAC,GANYMEDE
LAURIE BLUE,BLUE DREAM,GELSOMINA BELLA,BIESOLO
DEFENDED,QUARO,ROMY DE LA RANCE,KAISY DREAM
YEAGER,EROS DU ROCHER,GAZELLE MONIGA,URFIST DES PRES
KATRIEL,REX HAIE NEUVE,VOLDIENNE ALFA,HULK DES CHAMPS
JET MONEY,DROLE DE JET,UNE DE MANCHE,NEUTRON DU CEBE
AMARAJE,JEANBAT DU VIVIER,FRODA JOSSELYN,LURABO
RHAEGAR,FRIPON ROSE,INDIANA GALBE,URFIST DES PRES
PONDE MAN,CONQUERANT,ELIETTA,ROUPERROUX
BOYKA,ROMBALDI,NI NON NI OUI,EXTREME DU CADRAN
GRISOLADO,NI HO PED D'OMBREE,TEMPETE D'ATOUT,GANYMEDE
GIACOMO DE ORO,UPPERCUT DU RIB,SALMA CREPIN,KERIDO DU DONJON
UNA CAUSA,FAUST VII,LENSORCELLEE S,CHAMBON
ALBERICH,GOETMALS WOOD,OUBLIES MOI,GAI BRILLANT
LA MOON,DOBERMAN,ALTESSE DU SOIR,BUVETIER D'AUNOU
THE OCEAN,,,
SENTINUM,HULK DES CHAMPS,UNE TOUCHE DE LUNE,HONORIN
LATENT,BRUTUS LUCIUS,SPA II,VOLONTAIRE
EN ALTA,OR DU LOIR,TINA DU DUDY,DASTERIEN
MARDIS GRAS,SPEED CLAYETTOIS,GLORIA DE SAUSSAIE,TABAC BLOND
LATTOGA,LOVE YOU,ATTALINE,READY CASH
MIAHARRIS,EAGLE LIGNERIE,DAISY SEGUINEL,HUGO DU BOSSIS
PAPARAZZO,QUITO DE TALONAY,,
HELLO DE LIGNY,ROLLING D'HERIPRE,PAOLA DE LIGNY,BUVETIER D'AUNOU
HIALEAH,FANDANGO,ALCALA,KERJACQUES
ELEGANTIA,SABOTIER,QUELLE VEINE A C,PETIT JEAN III
BARLAFUS,JOE L'AMOROSO,KALIMA SAUTONNE,URANE SAUTONNE
WINI STAR,ESOTICO STAR,SAPHIDA,UMBRE D'OR
ALULA,HULK DES CHAMPS,HARRIGARI,CEZIO JOSSELYN
HASNAA,UKIR DE JEMMA,REINE MOUSSE,CIKI
ISLAND TIME,SCIPION DU GOUTIER,SISSI TERRIE,TENOR DE BAUNE
HARMIX,TABRIZ DU GITE,UNE ETOILE DU GITE,COKTAIL JET
SOUHAAD,BELLOUET,DJEZAIR,PLUVIER III
SIDI STAR,,,
CESAR DE BALLON,REPLAY OAKS,HUNE ALTESSE,VARUM D'OMBREE
LOUVE DE FRECA,FABULOUS WOOD,CHARMEUSE DE FRECA,COKTAIL JET
LORD CABIRAT,NIKY,AMITIE,LOVE YOU
LOVERDOSE TORINO,FASTISSIME,ERIKA DU CAP VERT,ROC MESLOIS
KAPS,SEVERINO,FETIDA,ORIGANO LAP
JAKOUILLE DE SUZON,REDEO JOSSELYN,URSA DU SARTHON,JACKPOT DU RELAIS
KOCKTAIL DE CARA,SINGALO,BABIOLE VOLO,QUALYPSO JIEL
JOUR DE PAIX,NI HO PED D'OMBREE,ALBERTINA,COKTAIL JET
LUNE D'ALBRET,BOLERO LOVE,VINGTIEME LUNE,HULK DES CHAMPS
LA BOHEME VRIE,CHE JENILOU,BOHEME DE VRIE,NI HO PED D'OMBREE
LEADING RUNNER,GU D'HERIPRE,ANNA DU PERRE,NI HO PED D'OMBREE
LADY AZYLISE,READY CASH,DOCEANIDE,LOVE YOU
LITZ VRIE,SAXO DE VANDEL,TARTANE VRIE,NI HO PED D'OMBREE
LINGOT DANICA,VOLTIGEUR DE MYRT,OLYMPE DU YAMS,HIMO JOSSELYN
LEONELLO,ANTONELLI,ROSA,GARDON
L'AMIRAL DE GUEUDE,AVE AVIS,CHAMPA JIHAIME,BLUE DREAM
CONDE,ORFEU NEGRO,SCHEHERAZADE,JORKY
SUN OF KINGS,EXTREME AUNOU,SA MEMERE,IGOR DU BEAUVOISIN
LEA MADJI,UNBRIDLED CHARM,GATINE MADJI,ROMBALDI
LA PANTHERE ROSE,ENINO DU POMMEREUX,FLORIDE,NIKY
LANA DE SENOVILLE,MAGNIFICENT RODNEY,VAS Y VA,L'ECU DU VERNAY
LORETTE DU PARC,QUILON DU CHATELET,AURORE DU PARC,OAKWOOD DU CLOSET
KISS ME CASTELLE,BIRD PARKER,VILLA CASTELLE,LOVE YOU
WINGAIT HENKE,MAHARAJAH (US),,
BLISSFUL,LOULOU JET,PERLE BETHUNE,ACHILLE
NINJA ABARRIO,SPEEDY BLUE,RIVER BLUE,JAG DE BELLOUET
ASCENDANCY,L'AS D'ATOUT,JANINA ROYALE,PADIRAC III
TEQUILERA,EXPRESS RIDE,,
PREVALENCE,GRANDPRE,IBALE DU VOULGIS,HERMES D
MASSIF,BASSANO,FUGUE DE RIEUX,PUR HISTORIEN
CRYSTAL QUEST,KIMBERLAND,QUEEN GURA,JAMBOREE
SPEEDYNESS,SPEEDY WEBBSTER,,
CIRCLE P,GOETMALS WOOD,SELDOVIA,LOVE YOU
DAILY GRIND,GAME JET,MAYAS DE SEN,ECLAT DE LA CRAU
SURPRISE BOSS,PODOSIS,LADY CLAIRCHAMP,TENOR DE BAUNE
SMOOTH B,,CHABLIS,NONANT LE PIN
WITTY,COKTAIL JET,USSIE DU BUT,VALMONT
IMPERIAL GUN,BOCCADOR DE SIMM,OZO DE LA PRADE,WORKAHOLIC (US)
HUNTER JOE,VIVIER DE MONTFORT,BISA JAMES,JAMES PILE
RUNNING BEE,LEJACQUE D'HOULBEC,LADY BORN,BENGALI DU LOIR
EONS,JOSSELIN V,PATRICIA B,AZUR IV
BEATBOX,OPUS VIERVIL,QUOLOMBE WINNER,FIRST DE RETZ
AMBUSHED,HELLOUET,FLEUR VINOIR,NUREMBERG
DANLEY,TOSS OUT,,
LAMCARO,BACON,AMARANTE IV,FRISSON II
KIKO,URANIUM DE TILLARD,CACOUNA,JET DE PRAPIN
OLYMPEA,TITAN D'OCCAGNES,DOLLY GIRL,ORLANDO VICI
LORDANO,POEME DES DOMBES,DORIANE DAIRPTET,SON ALEZAN
LOTTERBOV,FELICIANO,UGADA DREAM,NORMAN JET
NASTARIA,HERMES D,STARA,FLORIDOR II
PRAY WITH YOU,IN LOVE WITH YOU,QUEEN D'AUNOU,BELLINO II
DEBONNAIRE,RAYON DE LUNE,RAVISSANTE DU GOIS,DEGEL
LEGALESE,UN MEC D'HERIPRE,FABIOLA D'HERIPRE,ROLLING D'HERIPRE
STRAKIN,ISTRAEKI,JADINE,VICTORY
SEA WOLF,NET WORTH,KENITRA,BOLERO
CREATIVELY,LANDOAS,REINE DE TOUES,HIGH ECHELON
IMPERAINA,TOY,SWEET ALGERIA G B,IDEALISTE
GREAT KOOL,TIMOKO,SAMARA,DEFI D'AUNOU
KEEP UNDER,UNO ATOUT,FRANCO AMERICAINE,WORKAHOLIC (US)
KATEGWENN,BONHEUR DE TILLARD,CLARA BENETT,ORIGAN NOIR
KALINKA MADRIK,COUP DE POKER,TAGAMA,HASTING
JETHOU,SEDUISANT M,DIZAINE,MACAR
ANGEAL,LE BIG BOSS,NANANERE D'OMBREE,VARUM D'OMBREE
NIGHT ARIA,VALKO JENILAT,ETOILE TURGOT,KOREAN
RING TRUE,DAUGA,EH LA BELLE,SYRUS DE RIEZ
RELAXX,EQUILEO,LATHENA,DESTINUS
DARAJBAL,RANTZAU,PARABOLE,VASCO
ARTIFACT,IRALA,FRIGGA LA DIVINE,TURNER
SELEMIAH,GOBERNADOR,JAHINA JIEL,WORKAHOLIC (US)
CREATIF,RIEUSSEC,OVATION,JET DU VIVIER
HAUTEVILLE,NIKY,UNE DE LA LOGE,TARASS BOULBA
KATNISS,NI HO PED D'OMBREE,DIVINE MAJYC,NIKY
FLEURS DES BOIS,JALNO,HOSEPILE,SABLON
RUNNING MAN,HADOL DU VIVIER,HOUBA DES ETANGS,NIVOSE
JEMPIKA,RUY BLAS IV,DJEMILA,PATUS D
KHEDIDJA,SEILHAC,SORCIERE,HURGO
GARPUR,SABELLO,SORANOA,TONY M
JONATAN,AJACCIEN,URFA VI,LUTH GRANDCHAMP
ONDERA,VILLAGE MYSTIC,CANDELA,FIRST DE RETZ
QUIMERA IDEAL,SIBERIEN,GRACE DEA,QLOREST DU VIVIER
NETINNA,GRINGO DE VILLIERE,HOTESSE DE CHELUN,ACTEUR TILLY
KEBIRA,QUEBIR DE CHENU,COSTANA,OURIDO
NINOBIEN,BELLINO II,DIANE GUERCHAISE,PICARDY
NOB,FELICIANO,AURORE DE MELLERAY,QUARO
ELECTRIC LIGHT,GOING KRONOS,,
IL CAVALIERE,TRIMYTIS,TATIE DE FIOLAZ,ERSIN
EMINEM,RINGOSTARR TREB,,
L'ENCYCLOPEDIE,PAN DE LA VAUDERE,POLAE DE L'ABBAYE,PALEO
GRANDE NERO,NOAM DES FORGES,ANEMONE DU CLOS,NEVERS
INTREPIDE D'ALESA,ATLAS DE JOUDES,BEAUTY LOVE,SAM BOURBON
IDEAL DE MOUTIERS,DOBERMAN,AUBE PAZENAISE,ONYX DU GOUTIER
LAISLABONITAS,CHARLY DU NOYER,BODEGUITA,REPEAT LOVE
IDEAL DE FRECA,PRODIGIOUS,VIGNE D'OR,QUARO
ROSE DE FRANCE AA,NET WORTH,TRADITION,KENTUCKY
LE CLANDESTIN,VALKO JENILAT,CLANDESTINA,BLUE DREAM
MY DARLING AA,FLASH DE COSSE,ELEGANTE MONIGA,HELIOS DES BOIS
LITTLE MAGIQUE,LAETENTER DIEM,BEACH MAGIQUE,IGOR DE MIENNAIS
LEONARDO PASS,ALTO DE VIETTE,TEQUILA DE NAPPES,KAISY DREAM
LIBELLULE AA,CLASSIQUE NAY,QUIETE DE MIRVIL,HAUT DE BELLOUET
IDOLE DAIRPET,VIGOVE,QUARENN D'YVEL,CEDRE DU VIVIER
KINTUSSY DU THURET,PAGALOR,QUINTUSSIE,DIAMANT GEDE
WAYUKI,GOTLAND,CELTIC LEGEND,QUAKER JET
FIDELIS DANCE,ROBERT BI,,
FLAVIANA GRIF,NAPOLEON BAR,NOVELLA DI JESOLO,LINDY LANE
LORE DU VARLET,ECU PIERJI,ARABOLE DU VARLET,MAGNIFICENT RODNEY
ROYAL GEMIX,FLASH DE COSSE,HISTOIRE DE MARCAY,TWIST DE LORGERE
LADY HEUVELLAND,URIEL SPEED,AMAZONIE DU FER,QUATRE JUILLET
KRISLAURE,ULTRA JAMES,CANDIE DU RONCERET,QUATARIN
GAUD,PADIRAC III,VOILURE,IGUSKIA
MILAD'ID,RODRIGO JET,JOSETTE,ARNAQUEUR
GAMBIA SUN,ECHO,SAMBA DJOB,GANYMEDE
DONAMAY,JAG DE BELLOUET,RAZYANA,GOETMALS WOOD
MARIE ALIVE,TAG WOOD,ANGELA DU BOSCAIL,MAGNIFICENT RODNEY
KING DU CAMPUS,ROYAL DREAM,CURIEUSE,KAISY DREAM
FAST SERVE,QUIDAM CASTELETS,SIRENE DE BUAIS,LORIMER
RODE ORM,KUADRO WILD,CHABICHETTE,MENTON
IB,PORTE BONHEUR III,KRA DU PADOUENG,MOULIS
INFERNO,VAL ROYAL,REINE DES CHARMES,LOOK DE STAR
NEARLY PERFECT,GIANT CAT,EKITA ROYALE,ULF D'OMBREE
SCREWDRIVER,FORT D'ORANGE,NOPESCA,CHAMBON P
ICEBAHN,VIKING DE VAL,BULLE,JASMIN DE FLORE
NUGGET ZON,FROM ABOVE,,
STENSON,EPICONDYLE,HENARES,GAZON
FEDERER,JASMIN DE FLORE,OLYMPE DE VONNAS,GANYMEDE
LADY BELUGA,CRISTAL MONEY,TACTICIENNE,GOETMALS WOOD
GAUGUIN D.K.,SAPHIR CASTELETS,LACRIMA CHRISTI,FORTUNA FANT
GLORIUS RAIN,URIEL SPEED,ALLIANCE DE LA LYS,CARPE DIEM
PARAMETER,GALOPIN DES PRES,DEESSE DU GRENY,MARLY II
TORI,HEXOL BELLEMOIS,CASA,ROBERT P
BLACK FURY,ORTOLAN,JOYEUSE PAQUES,VIEUX PAUL B
ANATOMY,IRALA,REGLISSE,KAID DU BIGNON
PALPITO,PALEO,RITA DES HOULLES,ALFONZE
LILI WAVE,ENINO DU POMMEREUX,AMADEA SEVEN,GOETMALS WOOD
NAMELESS,FLEURON PERRINE,DASILIA DU BOIS,OLAF DE BRION
MCLEOD,OLIBER,GYKA DES BOSQUETS,VARUM D'OMBREE
ZAUBA,,,
HOPE FOR QUICK,NIKY,STAR QUICK,BLUE DREAM
ROYAD,FORTUNA FANT,GRETA DES LESNIERE,UKIR DE JEMMA
JULIAN TUILERIE,VIVALDO BELLO,ALIZEA DU CHERISAY,MOOD WEST
LA FERVEUR,BALTIC CHARM,ONCE OR TWICE,OFF GY
CHAPUY,APATY,NAMIRALIA WILLIAMS,AMIRAL WILLIAMS
ENVIS,ERIDAN,BELLISSIMA DUBRIO,GANYMEDE
SUPER NICE,ORLANDO VICI,,
COLIBRI JET,READLY EXPRESS,,
FINNSKOG NOX,,,
LEXUS B.R.,,,
HARPER D.K.,BIRD PARKER,VICTORY PRIDE,QUATRE JUILLET
LARRY WOOD,BIRD PARKER,CINCINNATI BOND,PRINCE GEDE
COLLIER I.T.,MIQUELON,MAZURKA DE LA BUTE,BOUM DE SASSY
KASHMINA B.R.,,,
OLGA UTCA,GOETMALS WOOD,IRMA DU CAIEU,KEPI VERT
IN LOVE MEARAS,AL CAPONE JET,DATCHA VICI,UN AMOUR D'HAUFOR
DANILO H.B.,FUCHSIA VII,ISBA H,BOUM III
ICON MEARAS,READY CASH,NICE KRONOS,VIKING KRONOS
WINKED,,,
COAL MINE,QUICKY OA,MINUTE,VIVIER DE MONTFORT
MY GIRL GINGER,GU D'HERIPRE,AMY LIGNERIES,PASSWORD
NUWANDA,PRINCE GEDE,SELKIS DU PATURAL,JITTERBURG
FAST LANI,VOYAGE DE REVE,RIVIERA ITALIENNE,BUVETIER D'AUNOU
DIVINA DULCE,KOOL DU CAUX,SAMOA DU CAUX,LAETENTER DIEM
ROMINSKI,HIMO JOSSELYN,ACTIVE DE VAIGES,OMNIFER
CLASSIER,LET'S GO ALONG,NEW GIRL BLUE,IN LOVE WITH YOU
KRONE,DISTANT BOY,OKAPIA,TABRIZ
MATTIE,HETRE VERT,ASICIA,NODESSO
MINIME,SAGE DE BRESLES,NINE GITANE,VIKING SUN
INDEPENDENCE WAY,CEZIO JOSSELYN,SHELFORD,HYMOUR
LOVE SAGA,CYGNUS D'ODYSSEE,GOA DYV,AND ARIFANT
MINIMO,TARIF DU BOIS,DAME DE CLAIRE,GRANIT (H.N.)
SEEKER,HAUT DE BELLOUET,UNUM,NOT'REVEILLON
JIN JIN,REVE DE BEYLEV,OH BELLE MISS,ECLAIR DE VANDEL
JENNA WIC,BOLERO LOVE,UNE DE MEMARTIN,MELCHIOR JET
LOOK GECECA,DOBERMAN,TOUVA DE CUVES,MEMPHIS DU RIB
LOOK D'AWA,EARL SIMON,AWA VICTORIA,NIKY
LANDISSIME ROC,OURAGAN DE CELLAND,FLORIA ROC,UNICLOVE
KAID DES LANDES,KEPLER,VIPERE DES LANDES,NIKY
KANELLE FROM,DIJON,OFF KEY,QUADROPHENIO
KOKO DE BOUERE,LORD ANGOT,VENUE DE BOUERE,ISLERO DE BELLOUET
KANGA DE LOU,FABULOUS WOOD,TANGA DE LOU,KIWI
KISS ME DU GARDEN,SCIPION DU GOUTIER,DIVA DU GARDEN,QUALYPSO JIEL
KABELYA FLORALE,VABELLINO,CELAYA MYRHA,OAKWOOD DU CLOSET
HOPIC,TROPIC JET,KALISE DRY,ARNAQUEUR
RAHIMA,FRAKI,LANGRINIERE,ANTONELLI
FILEAS D'OSMOZ,SCIPION DU GOUTIER,TAQUINE D'OSMOZ,VIEUX SAM
IBIZA DES TOUCHES,REPEAT LOVE,SCALA DES TOUCHES,NI HO PED D'OMBREE
JIROLIA DU PLESSIS,DIJON,CHIPKA DU PLESSIS,SINGALO
MAGIC MERLIN,LOOK DE STAR,BRISE DU BAC,LONTZAC
LILIDA,BOLERO LOVE,VANETTA D'AZUR,LEJACQUE D'HOULBEC
LUKALEO,CALEO,GALAXIE FILANTE,HOARO
LAIKA DU BREM,CHABLIS,SILENCIEUSE H,BANCO III
LATOPIX,BONHEUR DE TILLARD,ELLOTIS,TALASSIUS
LOVRAN,PRINCE D'ESPACE,VETSERA,CAPRICCIO
KOUTOUZOV,SINGALO,ETAMINE,KIWI
FLORYNE,ATLAS DE JOUDES,OTICANE,CAPITOLE
Q.TOOMA,FONDON,GENIANE,RANISHKA
HUDSON VEDAQUAIS,THORENS VEDAQUAIS,BIELSA VEDAQUAISE,SAXO DE VANDEL
FRANCES CASH,JEANBAT DU VIVIER,THINDRA SUN,DIAMANT GEDE
KISS MISS,OH JAMES,CEDELIS,KALLIGHAN
JOYEUX LEO,LILIUM MADRIK,QUOURASIE MILAU,CEZIO JOSSELYN
DIBABA,READY CASH,MOONLIGHT KRONOS,VIKING KRONOS
LOUIS B.R.,DOBERMAN,DENISE BASS,NICE LOVE
MONI U.S.A.,,,
LASTMANSTANDING,LOVE YOU,,
TOPPER,JEANBAT DU VIVIER,AULIGA,OLIGO
JON'S FELLA,BOLD EAGLE,ROMANE'S FELLA,GOETMALS WOOD
CLEO T.G.,ORTOLAN,SISTER TUDOR,KRONOS DU VIVIER
MINELD,LOOK DE STAR,COULEUR DE STAR,PRINCE GEDE
HONKY TONK WOMEN,RIEUSSEC,OMERIA,CYGNUS D'ODYSSEE
GLADSON,TORONTO III,QUINOUCHE,ECUSSON
ORYX,TABRIZ,KRILLE,CALINO
ROYAL PAGADI,HALIMEDE,DEESSE DU VAUMICEL,FLORESTAN
FRONT PACE,,,
TEARSINHEAVEN,ELGIN ALMAHURST,,
IMPERATUR AM,ALBERIC,URIKA GAME,JADE BOCAIN
CLEGS DES CHAMPS,LEGS DU CLOS,PROSERPINE,FORTUNA FANT
MARCIANO,,,
CHALIMAR DE GUEZ,NAHAR DE BEVAL,PHEBE DE GUEZ,COKTAIL JET
UNICA S.L.M.,DICTON,NITOUCHE V,VERMONT
EVARTTI,RANCHO GEDE,ISOLA LOVE,COKTAIL JET
RIKITA J.P.,MISTER J.P. (SE),NOBLESSE DU CORTA,BUVETIER D'AUNOU
FOREST JET,REAL DE LOU,MISS DE GUEZ,TENOR DE BAUNE
KING OF TWILIGHT,BOLD EAGLE,,
DURELLO,EL MANNETOT,JARDINE,URSIN L
AZADA,OPUS NONANTAIS,MISS D'ICI,BEAU LUDOIS L
ALPHERATZ,GRENADIER IV,IPOMEE II,QUICK WILLIAMS
ELEONORA S.H.,COKTAIL JET,QUIMBAYA D'EM,QUADROPHENIO
BLUEDRUM,PERSHING (US),FRISONNE,FANDANGO
BUTTONS,OHNOUS MADRIK,JOLEA DE CARLESS,UKIR DE JEMMA
MASHHOOR,QUALMIO DE VANDEL,ALTESSE DU LONDEL,GAZOUILLIS
EVERLASTING,ISMAEL DU PONT,POIRE CHOCOLAT,VIVIER DE MONTFORT
IMMODEST,SOLEIL D'ENFER,QUONCHERTINA,FIRST DE RETZ
WHISKY MAC,SYMPHONIC HANOVER,,
LA PAISANA,DREAM WITH ME,VIVE LA BRUNE,VALMONT
BAD BOY BU,CHEF DU CHATELET,SQUAW BERRY,MAMBO KING
DAME LIONNE,NARBON,ONDELINE,QUASIPYL
MUGELLO,COURLIS DU PONT,ELISA DE L'ETANG,NODESSO
GOOD CHIEF,BUVETIER D'AUNOU,TOURTERELLE FAN,LEVORINO
ALL KNIGHTS,NABAB DE LA LIANE,PSYCHE,EJAKVAL
KING ROAD,VIKING DE BELLOUET,ETOILE FILANTE,ORCHIS D'ODYSSEE
WILD COAST,FREIHERR AS,,
NIQUENSE,USUFRUIT III,UVALA,FEAL
LOVELY MOMENT,PRODIGIOUS,QUEEN'S GLORY,LOVE YOU
LUDO DE GODINIERE,QUISLING D'ANJOU,UTOPIE DE BOUERE,LORD ANGOT
LIBERTY LIFE,PRODIGIOUS,TRUE LIFE,LET'S GO ALONG
JADORE DE LA MOIRE,RAGTIME DU PARC,PEPITA DE LA MOIRE,EROS DU ROCHER
LIZA D'HERIPRE,GU D'HERIPRE,SAGARELLA,GOETMALS WOOD
LUNE D'OCCAGNES,EARL SIMON,AFFABLE D'OCCAGNES,NIKY
FLEUR DE VANILLE,QUITUS DU MEXIQUE,VANILLA GIRL,ONE DU RIB
DEAR PRINCESS,PRINCE D'ESPACE,LA MEMORIA,DAHIR DE PRELONG
KING DE CHANAY,URIEL SPEED,BRUNE DE CHANLECY,PRINCE GEDE
LILY JOLIE,NI HO PED D'OMBREE,ANDA DE CIGNE,OPEN CHARM
LUCIOLE PAULO,BOCCADOR DE SIMM,COCOTTE CAFE,SUN CERAVIN
LYDIA DU CHATELET,NIKY,BAHAMA DU CHATELET,SO LOVELY GIRL
LANGALI,ATLAS DE JOUDES,TEGALI,KAZIRE DE GUEZ
KOLONEL LISA,AKIM DU CAP VERT,TRYADE DU STADE,NEOH JIEL
LAURETTA,FALCAO DE LAURMA,BAMBOLINA,KAISER SOZE
KACTUS DE SASSY,AKIM DU CAP VERT,PIVOINE DE SASSY,CALIFE DES NOUES
KYRA D'ECOUVES,ALTO DE VIETTE,VALEA D'ECOUVES,MICKAEL DE VONNAS
KALISKA DU SKY,DRAGON DES RACQUES,AUBAINE DU BOUFFEY,PAD D'URZY
GRAVONA,VIGOVE,BERNANDA SAUTONNE,KESACO PHEDO
HOLLISTER KING,TROPIC JET,BAHIA QUEEN,GAI BRILLANT
KERINA DE FERRIERE,LORD ANGOT,NACRE DE BOURGNEUF,URFIST DES PRES
SAGARRIC,CHIVAS,NAGARIRA,FAON DE ROBERSART
LARIMAR DES FORGES,LOVE YOU,SALSA D'ORGERES,MAMBO KING
LOLITA BOND,BALTIC CHARM,APOCALYPSE BOND,IN LOVE WITH YOU
LADY FIRST CABIRAT,PRODIGIOUS,C'EST FACILE,ROCKLYN
LEFFE DE BANVILLE,BON COPAIN,QUADRIGAE,CARPE DIEM
LOUISIANE DELO,BIRD PARKER,CYRENE GRIFF,COKTAIL JET
BETONE,OARDO,QUADOLINE,OPUS DEI
HOGMANAY,READY CASH,LOUMANA FLOR,COKTAIL JET
BATHYSCAPHE,NESSUS III,FREGATE VI,SECTEUR B
CLASSIC ANT,QUAKER JET,LADY DE VIRMONT,DESTIN DE BUSSET
LUEUR BAIE,FORTUNA FANT,GAMME MAJEURE,TURQUETIL
GRACIEUX DU LOGIS,NABAB DE LA LIANE,UTELLE DU BOIS,ELIOSUS
ALTO,LOVE YOU,OLIMA,GAI BRILLANT
BURAAK,QUITUS DU MEXIQUE,QUELLE DU CHEVREL,DON PAULO
ASMAHA'AN,NOTRE HAUFOR,MAMBA D'HAUFOR,JET DU VIVIER
TABALLERA,HERMES D,QUERIDA,CARIOCA II
SUMMER BAY,DEFI D'AUNOU,J'IMAGINE,COKTAIL JET
YOSHIDA,A NOUS TROIS,LIGERA DE VIVI,BOLIDE D'ODYSSEE
ADSSIE,NICIAS GRANDCHAMP,QUINETTE,EURIPIDE
ACERTE,LEZIN DU PARNASSE,MARTINE D'ESPAGNO,BARI
LECOSTO,UN MEC D'HERIPRE,POUPETTE DU BANNEY,IN LOVE WITH YOU
DOS DE MAYO,MIVUS,MANON D'UDON,CALINO
SHINING SKY,DAHIR DE PRELONG,JAVANAISE SUN,VIKING'S WAY
ATHOS DU MOULIN,LITTLE CRACK,NOEMIE DE VENEL,VALDO DE LA BESVRE
FIRST DU MILAN,REDEO JOSSELYN,OPERATION SECOURS,JAG DE BELLOUET
ENERGIC,NOUVEAU MONDE,QUANTITA,HELLOUET
OMAKASE,DARK,EDIKEEL,ROCHE II
MONI TALKS,URS D'EREVAN,ASTORGA DU DESIR,O SOLE MIO
LO DIABLO,AUXERROIS,DILIGENTE,LANDOAS
HEROINE DU DAN,REPEAT LOVE,ROLLS DU DAN,FULL ACCOUNT
GLADYS R.,ULTRA DUCAL,BETTY FLORE,JET DU VIVIER
ZEBULON,,,
KONDOR DREAM,CASH D'OCCAGNES,FLEUR DE MONTFORT,NICOS DU VIVIER
MUSTANG RACER,THE BANK (US),,
SWEET DAY,DAUGA,IMAGE VENDEENNE,QUIRINUS III
OHANKO,SPEEDY BLUE,CANDEUR DE BEYLEV,HAND DU VIVIER
SUPER TANGO,FONDON,DIVINE LADY,NONANT LE PIN
INSITOR,VERY PLEASANT,UVEA DE SIMARDIERE,CAPRICCIO
LE MOORE,RAMSES II,TRICOTINE,HECTOR II
CORAJUDO,ELDORADO DU PONT,REINE DU TROT,CEDRE DU VIVIER
EXCELLENT DAD,SURCOUF DE LAUBOIS,NAFISSA,SPEED CLAYETTOIS
L'EXPERT,OPUS DEI,STRATEGIE D'EM,KEPI VERT
MADMOISELLECHANG,UN CHARME FOU,DEMONIA,PAGALOR
INVICTUS JIEL,LOVE YOU,TRINITY JIEL,GOETMALS WOOD
GUAIO,KANDY,LANGELINE,ENGUERILLERO
AFFIXED,NORMAN JET,HELINE D'HUCHELOUP,IDEAL DU GAZEAU
WARHOL,VIKING'S WAY,BELLE GALLERIE,PASSIONNANT
MILCHIN,KAISER SOZE,OZOTINE,BASSANO
MR CLAUSE,CUMIN,,
QUESTER,FLEURON PERRINE,AGRIPPA MESLOISE,PASSIONNANT
GRAND VALLEY,OPUS VIERVIL,KETMIE DES VALLEES,BOY DU PRE
MISS JHONS,MAHARAJAH (US),QUEIMADA JHONS,HUGO DU BOSSIS
LYCIE PEREYRE,LUDWIG DU MARTZA,BOHEME DU MARTZA,OTELLO PIERJI
VITUS,GANYMEDE,DELTCHEA,ORFEU NEGRO
ROMIEU,JOCELYN II,KTEMA,DUMBEA II
EARTHMAN,MINDEN,ODRA,TONY M
KOUROUNADO,BUVETIER D'AUNOU,BONNE BOUTADE,JORKY
BULLANT,ROMBALDI,LOLA TIVOLI,QUADROPHENIO
LADY LAWA,BACCARAT DU PONT,GEODE DU MARAIS,NODESSO
SULAYA,JAG DE BELLOUET,HERITIERE DE MAI,BEAUTIFUL SOMOLLI
AZILIA,FLASH DE COSSE,LA HERFRAIE,VIKING SUN
EZELIYA,GAZOUILLIS,IZECIA,CASH D'OCCAGNES
FOREST FAIRY,JET FORTUNA,OPALE DU MONT,DIAMANT GEDE
TREASURE,DAHIR DE PRELONG,,
KETMIE BESP,VAILLANT CASH,BELGA BESP,QUIRKY JET
LEGITIME DARLING,FABULOUS WOOD,ETERNELLE DARLING,PRODIGIOUS
KOKTAIL DU TERTRE,DUCATO BOURBON,MAZARINE DE LA NOE,GANYMEDE
LAURIANA BELLA,PRODIGIOUS,DORIANA BELLA,READY CASH
LOLLIPOP TIVO,ALTO DE VIETTE,DIVA TIVOLI,TIMOKO
LA MARIE,REDEO JOSSELYN,AGILE LA TOUZERIE,NEOH JIEL
LIBELLULE VERGNIER,CHE JENILOU,ALWAYS HAPPY,COKTAIL JET
ULTRA VIRES,NI HO PED D'OMBREE,AUBE ET VIRE,JORKY
